"Município";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";" Total"
"313900 MACHADO";"0";"130,03";"90,26";"100,14";"86,82";"93,44";"96,95";"102,19";"102,73";"102,17";"100,99";"97,02";"93,25";"91,87";"95,85";"93,28";"111,67";"96,17";"98,72";"101,05";"84,38";"111,91";"99,79";"79,43";"69,46";"101,76"
"313910 MADRE DE DEUS DE MINAS";"0";"72,62";"83,13";"90,48";"92,94";"128,57";"107,02";"72,46";"155,77";"70,00";"146,81";"104,26";"123,40";"110,64";"78,85";"96,36";"97,87";"116,67";"108,33";"123,21";"96,67";"105,00";"92,16";"155,56";"56,00";"105,92"
"313920 MALACACHETA";"0";"112,65";"124,12";"120,85";"100,00";"102,84";"90,03";"104,48";"101,79";"101,22";"101,33";"94,02";"80,40";"74,75";"90,28";"98,80";"111,61";"98,46";"85,71";"83,20";"100,00";"103,79";"96,76";"83,04";"84,15";"104,70"
"313925 MAMONAS";"0";"157,00";"90,41";"94,44";"81,69";"142,37";"126,15";"139,68";"88,46";"123,81";"168,63";"111,76";"121,57";"125,49";"92,19";"64,41";"120,45";"138,30";"127,66";"98,39";"98,46";"92,31";"107,14";"81,48";"105,26";"115,38"
"313930 MANGA";"0";"53,79";"100,78";"113,44";"110,23";"99,61";"100,00";"111,56";"133,25";"125,82";"125,72";"112,72";"103,76";"99,13";"125,94";"110,33";"135,08";"83,19";"72,08";"97,68";"101,93";"86,17";"84,88";"100,70";"61,90";"108,55"
"313940 MANHUACU";"0";"124,43";"108,29";"110,99";"120,48";"120,03";"98,11";"98,40";"110,66";"92,42";"98,69";"100,15";"95,54";"87,36";"116,59";"78,60";"74,41";"103,41";"87,28";"90,04";"96,75";"38,52";"15,16";"80,75";"52,74";"96,24"
"313950 MANHUMIRIM";"0";"110,22";"126,45";"107,61";"108,31";"147,24";"109,32";"107,04";"96,71";"119,16";"112,50";"87,86";"100,71";"82,50";"122,54";"50,53";"90,48";"90,51";"98,98";"91,41";"125,38";"94,62";"79,51";"93,10";"70,75";"108,50"
"313960 MANTENA";"0";"95,77";"83,68";"97,45";"113,32";"101,39";"101,45";"115,53";"105,85";"65,04";"100,62";"90,77";"102,46";"100,92";"104,56";"116,22";"131,29";"202,94";"186,47";"100,00";"91,89";"112,01";"75,44";"95,22";"58,11";"110,22"
"313970 MARAVILHAS";"0";"68,79";"60,47";"115,27";"85,61";"129,35";"110,00";"133,98";"135,16";"98,13";"120,19";"118,27";"116,35";"100,00";"168,18";"138,67";"105,95";"106,33";"101,27";"87,06";"132,84";"152,24";"54,65";"123,21";"72,73";"112,03"
"313980 MAR DE ESPANHA";"0";"59,61";"119,30";"90,12";"89,02";"109,70";"98,01";"112,14";"117,99";"96,35";"130,33";"134,43";"131,15";"117,21";"131,85";"90,21";"129,46";"117,88";"96,69";"124,82";"122,49";"107,69";"92,99";"95,54";"98,41";"112,57"
"313990 MARIA DA FE";"0";"100,32";"108,03";"105,20";"125,00";"129,73";"103,26";"130,77";"87,82";"106,90";"115,91";"98,30";"101,14";"96,59";"159,88";"140,61";"96,43";"118,03";"91,26";"110,84";"101,05";"78,95";"69,36";"74,44";"100,00";"111,81"
"314000 MARIANA";"0";"98,67";"100,22";"84,82";"101,81";"83,86";"125,81";"92,69";"80,94";"100,98";"100,12";"97,22";"86,80";"88,74";"103,20";"102,67";"98,13";"105,91";"90,07";"88,20";"94,12";"101,56";"105,48";"96,37";"60,56";"100,49"
"314010 MARILAC";"0";"127,78";"132,14";"109,52";"88,10";"110,26";"117,14";"143,64";"100,00";"89,58";"123,40";"121,28";"155,32";"134,04";"156,90";"133,96";"118,52";"85,71";"82,54";"120,00";"119,61";"76,47";"70,00";"113,33";"60,87";"119,02"
"314015 MARIO CAMPOS";"0";"111,56";"111,60";"125,29";"160,29";"146,24";"194,19";"192,42";"141,82";"99,50";"109,89";"104,95";"88,46";"111,54";"102,50";"111,88";"83,61";"115,31";"114,35";"99,06";"113,94";"99,04";"92,61";"57,36";"1,15";"117,49"
"314020 MARIPA DE MINAS";"0";"78,26";"113,79";"173,33";"143,33";"190,00";"109,09";"122,86";"150,00";"97,06";"144,44";"137,04";"166,67";"144,44";"137,14";"230,77";"117,24";"181,82";"177,27";"100,00";"115,62";"162,50";"69,23";"150,00";"80,00";"138,65"
"314030 MARLIERIA";"0";"89,47";"105,63";"76,39";"97,26";"145,71";"130,36";"101,96";"105,66";"101,82";"157,14";"105,71";"140,00";"160,00";"102,04";"91,23";"124,44";"139,13";"100,00";"102,63";"113,33";"106,67";"92,59";"150,00";"100,00";"116,72"
"314040 MARMELOPOLIS";"0";"64,29";"83,33";"112,96";"94,55";"157,69";"88,64";"111,63";"105,71";"75,56";"138,24";"91,18";"97,06";"82,35";"127,78";"172,50";"116,13";"120,00";"113,33";"111,11";"94,87";"120,51";"75,56";"140,00";"116,67";"111,17"
"314050 MARTINHO CAMPOS";"0";"107,33";"87,76";"102,54";"95,43";"174,17";"85,88";"105,99";"124,43";"106,99";"87,73";"95,09";"76,69";"88,34";"128,28";"119,61";"126,36";"134,25";"106,16";"131,58";"182,58";"137,42";"134,31";"149,18";"96,36";"118,96"
"314053 MARTINS SOARES";"0";"71,76";"80,17";"83,20";"72,66";"112,15";"87,02";"111,57";"71,20";"116,83";"83,19";"94,12";"84,03";"84,87";"150,49";"144,53";"115,65";"59,15";"50,70";"100,00";"119,09";"151,82";"79,25";"120,00";"76,12";"98,16"
"314055 MATA VERDE";"0";"80,12";"215,29";"116,18";"138,64";"162,37";"95,93";"162,39";"52,43";"95,87";"148,86";"123,86";"135,23";"130,68";"155,06";"74,77";"102,53";"187,72";"198,25";"101,22";"111,36";"57,95";"82,69";"158,89";"82,93";"131,23"
"314060 MATERLANDIA";"0";"50,48";"72,28";"79,41";"96,08";"120,90";"67,57";"98,59";"97,62";"156,25";"66,15";"107,69";"95,38";"90,77";"130,51";"218,97";"119,05";"144,12";"150,00";"114,89";"69,35";"88,71";"94,74";"128,57";"52,17";"102,77"
"314070 MATEUS LEME";"0";"107,29";"89,92";"89,94";"113,80";"111,56";"120,05";"151,38";"109,91";"94,18";"123,10";"101,13";"109,86";"124,79";"117,14";"114,00";"107,23";"111,76";"95,17";"102,30";"91,41";"50,00";"37,12";"69,61";"69,11";"104,38"
"314080 MATIAS BARBOSA";"0";"69,17";"121,65";"103,06";"101,51";"119,77";"126,71";"98,77";"126,22";"76,47";"116,30";"106,67";"113,33";"117,78";"123,27";"185,98";"132,91";"145,86";"102,55";"125,83";"131,01";"122,48";"74,36";"91,61";"82,14";"117,84"
"314085 MATIAS CARDOSO";"0";"21,88";"51,55";"102,65";"134,97";"88,59";"128,79";"119,53";"227,37";"145,24";"104,67";"106,00";"95,33";"97,33";"107,87";"112,88";"102,88";"104,05";"114,86";"104,76";"137,62";"100,99";"91,80";"82,22";"77,97";"103,29"
"314090 MATIPO";"0";"207,12";"120,06";"90,37";"108,40";"280,50";"154,77";"180,65";"101,59";"106,91";"71,47";"91,35";"101,28";"107,37";"149,21";"94,31";"55,44";"55,77";"83,46";"97,48";"86,38";"88,37";"97,67";"167,24";"58,18";"133,57"
"314100 MATO VERDE";"0";"46,18";"125,65";"108,73";"106,14";"107,77";"111,64";"147,83";"128,67";"106,21";"147,95";"121,92";"147,26";"121,92";"82,78";"250,81";"122,32";"71,51";"81,98";"95,07";"102,13";"104,96";"59,21";"95,27";"61,29";"112,09"
"314110 MATOZINHOS";"0";"94,20";"95,05";"93,97";"98,19";"95,93";"122,65";"110,37";"110,89";"114,66";"110,22";"113,91";"110,43";"118,40";"126,98";"142,75";"102,83";"90,97";"78,05";"93,60";"91,24";"56,77";"44,97";"63,51";"43,78";"101,04"
"314120 MATUTINA";"0";"97,14";"113,21";"103,77";"116,98";"146,51";"131,58";"124,39";"147,22";"84,09";"90,91";"106,82";"97,73";"90,91";"134,29";"176,67";"151,61";"71,79";"79,49";"170,00";"83,33";"102,08";"159,38";"95,12";"133,33";"122,28"
"314130 MEDEIROS";"0";"176,36";"189,06";"117,19";"92,31";"113,51";"159,52";"219,23";"161,54";"80,56";"200,00";"141,67";"179,17";"129,17";"146,88";"111,43";"88,89";"185,19";"177,78";"117,07";"128,57";"69,05";"65,85";"147,06";"117,65";"144,86"
"314140 MEDINA";"0";"57,52";"110,84";"108,60";"168,97";"135,53";"126,75";"89,42";"101,71";"92,92";"337,25";"278,43";"295,10";"312,75";"154,17";"65,82";"91,19";"98,04";"97,65";"88,26";"98,00";"123,60";"93,17";"108,58";"60,00";"122,65"
"314150 MENDES PIMENTEL";"0";"90,99";"112,73";"98,15";"111,21";"93,55";"53,64";"98,48";"118,64";"122,58";"82,09";"107,46";"76,12";"82,09";"83,33";"143,86";"92,06";"86,67";"81,67";"123,21";"78,38";"94,59";"104,00";"102,04";"60,00";"100,93"
"314160 MERCES";"0";"95,45";"80,69";"129,66";"100,69";"131,03";"105,47";"118,58";"115,04";"84,00";"105,66";"93,40";"106,60";"112,26";"85,05";"128,89";"108,16";"91,15";"86,73";"133,33";"112,87";"76,24";"114,29";"95,70";"70,27";"110,01"
"314170 MESQUITA";"0";"148,42";"79,82";"112,28";"98,23";"105,62";"97,89";"123,29";"117,28";"107,89";"117,91";"100,00";"97,01";"91,04";"128,81";"136,62";"128,00";"130,36";"114,29";"92,42";"115,79";"112,28";"101,72";"105,77";"63,64";"116,03"
"314180 MINAS NOVAS";"0";"40,92";"117,45";"91,39";"70,42";"118,57";"102,07";"97,96";"163,45";"100,47";"117,51";"85,41";"109,55";"88,86";"101,11";"126,87";"100,28";"79,64";"75,75";"74,52";"81,70";"89,91";"61,23";"94,12";"78,45";"100,73"
"314190 MINDURI";"0";"67,82";"111,11";"125,93";"131,48";"125,00";"136,73";"141,03";"111,11";"73,08";"126,53";"100,00";"59,18";"104,08";"111,76";"94,23";"95,00";"128,57";"88,57";"145,16";"78,26";"110,87";"126,53";"165,79";"46,67";"113,36"
"314200 MIRABELA";"0";"116,37";"133,81";"91,04";"135,71";"71,84";"140,96";"121,18";"117,59";"82,53";"114,87";"96,41";"99,49";"87,18";"121,18";"93,68";"109,15";"98,28";"90,23";"112,74";"96,74";"86,96";"73,38";"85,62";"36,51";"108,96"
"314210 MIRADOURO";"0";"153,93";"110,06";"105,36";"116,67";"93,08";"118,31";"194,12";"106,99";"158,42";"89,57";"99,13";"95,65";"101,74";"86,36";"98,10";"202,44";"142,47";"105,48";"130,77";"100,00";"192,75";"97,00";"102,13";"78,79";"125,18"
"314220 MIRAI";"0";"65,58";"126,57";"98,07";"123,19";"121,30";"106,40";"88,73";"89,71";"98,28";"103,47";"93,06";"82,66";"60,12";"110,66";"80,65";"111,61";"91,72";"100,69";"127,64";"99,35";"93,55";"97,32";"105,77";"61,02";"103,53"
"314225 MIRAVANIA";"0";"38,64";"81,37";"97,12";"107,55";"432,20";"125,61";"230,23";"125,45";"97,44";"192,31";"169,23";"189,74";"135,90";"137,93";"66,07";"86,05";"237,04";"79,63";"89,23";"80,39";"90,20";"128,85";"111,76";"70,00";"134,10"
"314230 MOEDA";"0";"103,57";"91,46";"98,80";"111,90";"175,56";"130,91";"128,85";"163,64";"79,66";"129,09";"96,36";"118,18";"112,73";"116,67";"145,00";"158,97";"136,84";"96,49";"131,71";"141,46";"163,41";"128,57";"132,08";"46,67";"125,40"
"314240 MOEMA";"0";"100,00";"113,79";"121,19";"101,68";"92,00";"92,56";"152,78";"80,18";"102,44";"92,31";"96,70";"71,43";"89,01";"124,62";"230,00";"116,25";"136,00";"118,67";"89,02";"115,38";"172,31";"127,50";"158,43";"54,76";"117,93"
"314250 MONJOLOS";"0";"37,50";"35,09";"60,71";"105,45";"268,42";"163,64";"117,65";"123,33";"145,83";"152,00";"160,00";"92,00";"96,00";"121,05";"128,57";"87,50";"125,00";"120,00";"177,78";"92,86";"121,43";"100,00";"50,00";"100,00";"109,75"
"314260 MONSENHOR PAULO";"0";"177,27";"108,77";"129,57";"106,03";"153,33";"138,64";"97,96";"232,00";"171,64";"170,77";"143,08";"138,46";"186,15";"102,22";"142,22";"117,86";"129,63";"117,28";"101,20";"180,95";"142,86";"117,19";"124,05";"86,49";"145,70"
"314270 MONTALVANIA";"0";"162,92";"277,33";"133,33";"102,59";"92,83";"110,37";"113,04";"102,05";"98,35";"113,02";"103,26";"125,12";"108,37";"108,61";"147,11";"150,43";"121,11";"103,52";"92,23";"94,97";"98,99";"105,21";"92,02";"82,89";"131,49"
"314280 MONTE ALEGRE DE MINAS";"0";"87,32";"111,74";"87,54";"121,00";"126,53";"116,90";"112,72";"89,03";"109,48";"124,04";"114,42";"112,02";"98,08";"83,53";"77,50";"108,65";"72,76";"84,96";"100,38";"78,85";"64,87";"55,45";"112,77";"51,58";"100,84"
"314290 MONTE AZUL";"0";"55,69";"54,62";"105,18";"101,10";"110,84";"91,46";"102,59";"128,11";"91,08";"92,83";"93,91";"95,34";"101,08";"102,47";"118,22";"83,70";"115,07";"84,56";"88,50";"124,45";"87,34";"76,75";"68,58";"69,88";"97,01"
"314300 MONTE BELO";"0";"118,60";"86,96";"87,77";"96,93";"99,39";"110,92";"122,98";"109,58";"108,11";"93,88";"97,28";"90,48";"91,16";"110,95";"94,74";"86,15";"134,48";"115,52";"93,01";"110,79";"98,56";"97,78";"93,94";"77,08";"106,62"
"314310 MONTE CARMELO";"0";"79,86";"92,38";"110,13";"94,20";"112,27";"97,73";"97,65";"107,86";"100,46";"97,21";"92,79";"97,05";"88,69";"125,45";"173,53";"114,87";"91,19";"88,14";"98,62";"91,56";"101,82";"89,90";"89,33";"68,57";"105,95"
"314315 MONTE FORMOSO";"0";"74,51";"90,35";"131,30";"125,00";"198,44";"104,12";"118,95";"156,58";"116,25";"128,36";"116,42";"114,93";"113,43";"101,72";"85,00";"96,36";"173,81";"171,43";"87,69";"108,33";"136,67";"78,31";"87,32";"119,05";"121,10"
"314320 MONTE SANTO DE MINAS";"0";"94,23";"89,19";"80,43";"108,78";"105,44";"126,14";"107,93";"104,42";"92,24";"110,62";"107,52";"104,87";"89,82";"125,13";"129,72";"90,44";"115,21";"90,78";"100,98";"117,70";"65,07";"83,82";"88,84";"58,76";"105,66"
"314330 MONTES CLAROS";"0";"86,55";"119,17";"116,69";"113,79";"115,24";"124,18";"105,20";"152,29";"103,68";"92,22";"86,93";"92,18";"89,54";"93,21";"119,65";"108,18";"86,13";"76,47";"87,24";"87,38";"74,22";"72,72";"87,79";"55,91";"102,00"
"314340 MONTE SIAO";"0";"64,33";"95,32";"99,00";"137,75";"200,00";"136,95";"117,81";"92,98";"108,41";"121,10";"115,14";"111,01";"117,43";"125,23";"126,13";"103,92";"111,95";"78,32";"104,55";"113,90";"109,87";"115,46";"90,80";"73,53";"114,29"
"314345 MONTEZUMA";"0";"38,65";"53,52";"80,99";"93,71";"221,05";"176,67";"113,68";"222,03";"96,77";"111,11";"124,69";"119,75";"125,93";"63,83";"167,65";"87,64";"212,50";"97,50";"144,62";"86,21";"90,80";"121,13";"135,44";"48,84";"112,50"
"314350 MORADA NOVA DE MINAS";"0";"65,03";"82,09";"74,07";"89,78";"117,98";"114,16";"150,00";"120,00";"112,87";"137,93";"110,34";"111,49";"114,94";"143,02";"143,75";"92,55";"135,11";"107,45";"109,88";"108,24";"115,29";"109,30";"176,12";"90,91";"116,52"
"314360 MORRO DA GARCA";"0";"15,52";"84,00";"128,00";"132,00";"119,57";"135,00";"124,39";"132,35";"97,62";"113,51";"97,30";"97,30";"86,49";"111,11";"106,67";"195,45";"125,00";"106,25";"71,43";"177,27";"113,64";"168,18";"67,50";"120,00";"114,19"
"314370 MORRO DO PILAR";"0";"83,33";"122,03";"118,33";"118,64";"287,80";"137,14";"143,75";"180,77";"96,43";"116,13";"161,29";"148,39";"151,61";"86,36";"134,48";"93,33";"180,00";"45,00";"115,38";"36,59";"85,37";"45,71";"110,34";"110,00";"124,27"
"314380 MUNHOZ";"0";"77,33";"97,33";"108,55";"83,12";"50,00";"132,26";"146,00";"92,65";"143,55";"213,64";"140,91";"170,45";"122,73";"180,85";"145,45";"110,00";"156,36";"136,36";"96,88";"107,41";"146,30";"108,00";"110,13";"100,00";"121,91"
"314390 MURIAE";"0";"199,53";"156,65";"124,85";"114,57";"163,96";"125,57";"107,87";"133,63";"107,41";"106,69";"92,92";"99,37";"102,83";"102,65";"114,63";"77,68";"87,13";"51,40";"61,45";"98,17";"95,06";"87,23";"109,40";"63,08";"115,92"
"314400 MUTUM";"0";"77,75";"81,21";"83,84";"92,71";"87,10";"97,95";"105,90";"114,14";"238,81";"145,60";"98,93";"95,47";"90,67";"85,93";"132,70";"71,08";"75,42";"80,79";"90,56";"96,74";"101,09";"60,94";"90,75";"71,11";"102,59"
"314410 MUZAMBINHO";"0";"108,29";"106,07";"94,01";"103,75";"91,93";"106,42";"97,44";"98,05";"88,21";"91,44";"112,06";"112,06";"85,60";"135,32";"115,25";"93,23";"110,73";"100,00";"93,63";"93,54";"94,68";"85,93";"92,03";"69,00";"104,42"
"314420 NACIP RAYDAN";"0";"130,16";"107,58";"89,23";"104,76";"136,73";"260,87";"70,37";"305,88";"109,38";"200,00";"162,96";"114,81";"155,56";"147,37";"97,06";"103,45";"111,11";"100,00";"128,00";"108,70";"126,09";"17,50";"132,14";"125,00";"128,74"
"314430 NANUQUE";"0";"164,89";"145,32";"125,15";"139,40";"148,54";"135,92";"118,92";"115,73";"104,76";"96,49";"100,48";"93,93";"99,20";"99,35";"131,24";"91,81";"72,08";"83,57";"88,68";"89,08";"115,07";"82,95";"105,24";"64,25";"120,62"
"314435 NAQUE";"0";"115,13";"112,28";"127,19";"80,00";"173,08";"105,32";"96,97";"132,05";"68,97";"123,71";"108,25";"98,97";"110,31";"138,83";"135,87";"165,98";"108,62";"84,48";"76,47";"227,38";"205,95";"88,14";"89,92";"60,78";"123,69"
"314437 NATALANDIA";"0";"56,67";"83,82";"82,61";"69,57";"153,33";"152,17";"127,27";"176,32";"203,45";"125,00";"147,50";"100,00";"132,50";"123,91";"107,84";"154,05";"106,25";"125,00";"97,87";"102,08";"108,33";"127,03";"160,53";"82,35";"118,76"
"314440 NATERCIA";"0";"91,43";"76,47";"89,86";"114,49";"174,51";"97,96";"97,73";"166,67";"81,25";"120,93";"134,88";"76,74";"67,44";"129,41";"91,89";"171,43";"119,05";"95,24";"105,13";"114,29";"102,38";"108,82";"113,33";"100,00";"113,38"
"314450 NAZARENO";"0";"127,21";"87,97";"124,06";"174,63";"203,70";"153,91";"139,32";"125,24";"167,07";"121,74";"120,65";"133,70";"116,30";"122,58";"112,35";"92,77";"116,67";"124,24";"133,78";"103,57";"120,24";"101,37";"111,90";"70,00";"136,23"
"314460 NEPOMUCENO";"0";"98,91";"113,73";"117,46";"98,81";"114,60";"133,24";"97,55";"113,62";"101,52";"115,89";"113,58";"107,28";"78,81";"93,94";"122,34";"127,99";"102,35";"78,30";"124,70";"114,48";"95,86";"101,55";"96,59";"79,00";"112,32"
"314465 NINHEIRA";"0";"48,65";"72,22";"94,47";"96,00";"119,53";"144,62";"169,75";"155,26";"120,79";"185,37";"121,95";"137,80";"123,17";"128,18";"84,21";"77,27";"111,32";"83,96";"128,57";"140,43";"122,34";"88,50";"150,00";"62,00";"113,01"
"314467 NOVA BELEM";"0";"82,18";"76,34";"87,10";"90,22";"98,55";"118,00";"204,17";"76,27";"135,42";"105,45";"109,09";"105,45";"96,36";"89,09";"89,58";"184,44";"196,00";"188,00";"139,02";"101,89";"111,32";"105,88";"108,33";"88,24";"112,52"
"314470 NOVA ERA";"0";"62,25";"97,84";"100,00";"91,76";"63,08";"96,70";"74,35";"102,11";"106,15";"124,39";"105,28";"81,71";"80,49";"151,21";"153,57";"114,54";"108,82";"99,58";"87,60";"97,39";"95,65";"97,38";"83,51";"60,98";"100,39"
"314480 NOVA LIMA";"0";"83,62";"94,18";"97,84";"95,21";"83,63";"81,47";"85,43";"90,54";"81,13";"91,21";"79,79";"88,58";"79,17";"92,21";"117,76";"98,05";"92,57";"87,45";"92,96";"88,89";"83,94";"77,82";"82,12";"49,01";"91,38"
"314490 NOVA MODICA";"0";"38,46";"103,95";"96,05";"86,67";"88,00";"132,65";"95,24";"172,92";"74,00";"81,13";"101,89";"101,89";"101,89";"141,46";"196,00";"121,05";"139,02";"134,15";"95,65";"144,12";"132,35";"157,58";"138,46";"66,67";"109,58"
"314500 NOVA PONTE";"0";"71,18";"70,65";"80,33";"103,85";"165,52";"106,70";"123,90";"154,48";"119,33";"123,17";"146,34";"112,20";"93,90";"115,06";"96,53";"88,76";"122,89";"103,61";"105,85";"174,43";"135,23";"96,24";"101,12";"60,56";"113,72"
"314505 NOVA PORTEIRINHA";"0";"62,96";"62,26";"101,26";"103,75";"166,36";"157,85";"121,01";"126,55";"100,87";"112,39";"98,23";"94,69";"100,88";"75,24";"146,59";"86,92";"40,95";"79,05";"70,00";"104,95";"124,75";"110,20";"114,77";"50,00";"102,40"
"314510 NOVA RESENDE";"0";"142,51";"97,00";"98,16";"102,17";"119,14";"142,86";"104,09";"129,52";"109,09";"104,31";"90,52";"83,19";"97,41";"125,00";"109,95";"99,04";"127,12";"129,94";"120,29";"91,39";"83,20";"97,76";"120,90";"60,42";"110,90"
"314520 NOVA SERRANA";"0";"77,58";"110,84";"120,15";"121,75";"95,12";"99,04";"104,73";"111,71";"106,04";"92,36";"93,68";"115,68";"112,07";"123,76";"117,12";"41,42";"111,54";"104,73";"115,98";"119,22";"120,88";"91,68";"92,24";"69,85";"105,58"
"314530 NOVO CRUZEIRO";"0";"47,26";"112,54";"89,46";"114,98";"109,91";"94,10";"98,73";"90,11";"89,00";"122,14";"108,21";"102,48";"99,24";"86,64";"91,88";"94,55";"94,30";"78,62";"83,47";"98,99";"83,04";"87,56";"93,27";"67,32";"99,04"
"314535 NOVO ORIENTE DE MINAS";"0";"89,23";"119,88";"88,24";"74,07";"111,43";"96,77";"162,96";"170,70";"125,85";"164,41";"127,12";"102,54";"124,58";"72,92";"123,76";"114,73";"120,80";"108,00";"92,13";"113,04";"94,78";"70,50";"96,72";"77,97";"114,64"
"314537 NOVORIZONTE";"0";"100,00";"67,90";"118,29";"101,20";"136,84";"145,71";"76,14";"128,75";"110,00";"149,02";"107,84";"123,53";"113,73";"104,41";"108,96";"92,19";"26,53";"77,55";"50,00";"74,29";"32,86";"97,83";"141,67";"46,43";"108,01"
"314540 OLARIA";"0";"96,00";"93,75";"96,88";"112,50";"157,14";"152,94";"50,00";"163,64";"152,94";"94,12";"141,18";"123,53";"135,29";"166,67";"178,95";"231,25";"89,47";"121,05";"76,47";"145,45";"127,27";"94,44";"109,52";"40,00";"128,12"
"314545 OLHOS-D\'AGUA";"0";"136,90";"73,79";"106,67";"109,43";"125,96";"135,92";"108,91";"131,82";"80,49";"140,24";"112,20";"84,15";"113,41";"117,78";"115,48";"91,76";"121,62";"101,35";"127,14";"89,86";"110,14";"97,56";"90,91";"86,96";"114,76"
"314550 OLIMPIO NORONHA";"0";"175,00";"126,19";"144,19";"130,23";"100,00";"115,15";"95,24";"156,67";"132,00";"136,67";"106,67";"106,67";"120,00";"102,94";"107,41";"223,08";"161,29";"96,77";"100,00";"90,32";"177,42";"173,53";"279,17";"107,69";"141,50"
"314560 OLIVEIRA";"0";"79,39";"94,19";"91,56";"110,22";"130,10";"117,62";"87,25";"85,48";"80,85";"105,39";"78,92";"75,64";"87,35";"108,48";"101,89";"75,58";"88,21";"91,98";"83,29";"117,53";"102,06";"102,49";"88,00";"81,65";"98,42"
"314570 OLIVEIRA FORTES";"0";"5,56";"106,45";"90,32";"90,32";"88,46";"213,33";"127,78";"180,00";"64,29";"60,87";"169,57";"165,22";"117,39";"135,00";"206,25";"130,77";"131,25";"168,75";"86,36";"225,00";"108,33";"52,94";"119,05";"100,00";"123,93"
"314580 ONCA DE PITANGUI";"0";"197,06";"179,03";"66,13";"112,90";"168,97";"230,00";"125,00";"159,26";"167,57";"136,00";"192,00";"132,00";"132,00";"233,33";"164,52";"103,70";"100,00";"141,67";"114,71";"102,86";"100,00";"126,92";"183,33";"125,00";"154,43"
"314585 ORATORIOS";"0";"160,67";"110,39";"87,18";"89,74";"93,06";"126,00";"150,00";"107,58";"116,95";"83,82";"105,88";"104,41";"101,47";"185,71";"100,00";"142,00";"123,08";"84,62";"131,91";"146,15";"125,00";"143,14";"90,91";"56,52";"121,92"
"314587 ORIZANIA";"0";"60,53";"73,51";"86,27";"78,85";"112,07";"97,48";"82,26";"99,06";"109,65";"88,03";"75,21";"78,63";"87,18";"133,33";"99,10";"112,87";"111,57";"100,83";"88,06";"87,50";"77,50";"26,36";"107,77";"46,00";"93,21"
"314590 OURO BRANCO";"0";"172,26";"100,00";"93,45";"87,20";"100,00";"81,99";"98,81";"86,44";"80,04";"86,28";"91,48";"102,08";"91,68";"153,22";"92,50";"91,95";"121,94";"101,08";"97,16";"87,88";"100,76";"81,49";"100,64";"73,87";"104,06"
"314600 OURO FINO";"0";"77,93";"109,09";"95,89";"113,73";"137,09";"103,24";"108,44";"109,01";"92,07";"864,29";"840,48";"807,14";"816,67";"104,83";"78,22";"108,91";"84,55";"78,72";"103,03";"85,38";"82,51";"82,93";"97,89";"37,41";"119,20"
"314610 OURO PRETO";"0";"56,37";"55,73";"20,71";"83,77";"112,68";"128,66";"103,20";"97,81";"88,32";"96,67";"94,14";"102,64";"95,63";"115,11";"110,18";"115,95";"96,50";"91,73";"91,70";"93,44";"100,47";"98,44";"111,99";"80,12";"95,58"
"314620 OURO VERDE DE MINAS";"0";"132,66";"221,93";"186,49";"171,30";"121,37";"122,31";"112,40";"137,50";"100,85";"104,27";"106,84";"99,15";"99,15";"130,68";"127,36";"107,59";"141,67";"158,33";"97,03";"83,65";"91,35";"114,61";"93,20";"69,05";"128,12"
"314625 PADRE CARVALHO";"0";"57,63";"117,09";"112,61";"104,96";"125,51";"95,59";"129,36";"183,33";"66,99";"83,78";"100,90";"110,81";"85,59";"142,55";"136,05";"111,25";"78,79";"70,71";"98,65";"97,50";"85,00";"66,67";"92,86";"55,56";"104,80"
